Strain	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
PF_EC20	contig_3_PrrC_15	PrrC	PrrC	Defense	contig_3_203	contig_3_205	contig_3_203,contig_3_204,contig_3_205	3	PrrC__EcoprrI,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_01
PF_EC20	contig_4_gam_26	Anti_RecBCD	gam	Antidefense	contig_4_113	contig_4_113	contig_4_113	1	gam
PF_EC20	contig_5_ardb_klca_acric11_24	Anti_RM	ardb_klca_acric11	Antidefense	contig_5_29	contig_5_29	contig_5_29	1	ardb
PF_EC20	contig_5_psiab_25	Other	psiab	Antidefense	contig_5_35	contig_5_36	contig_5_35,contig_5_36	2	psia,psib
PF_EC20	contig_5_arda_ardu_23	Anti_RM	arda_ardu	Antidefense	contig_5_39	contig_5_39	contig_5_39	1	arda
PF_EC21	1_ardb_klca_acric11_19	Anti_RM	ardb_klca_acric11	Antidefense	1_769	1_769	1_769	1	klca
PF_EC21	1_ardb_klca_acric11_20	Anti_RM	ardb_klca_acric11	Antidefense	1_800	1_800	1_800	1	klca
PF_EC21	1_Ogmios_8	Ogmios	Ogmios	Defense	1_828	1_828	1_828	1	Ogmios__VCA0308
PF_EC21	1_RM_Type_I_12	RM	RM_Type_I	Defense	1_836	1_838	1_836,1_837,1_838	3	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_03
PF_EC21	1_MazEF_6	MazEF	MazEF	Defense	1_1004	1_1005	1_1004,1_1005	2	MazEF__MazE,MazEF__MazF
PF_EC21	1_CAS_Class1-Subtype-I-E_16	Cas	CAS_Class1-Subtype-I-E	Defense	1_1029	1_1036	1_1029,1_1030,1_1031,1_1032,1_1033,1_1034,1_1035,1_1036	8	cas1_I-E_1,cas2_I-E_2,cas3_I_5,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_2
PF_EC21	1_RM_Type_II_14	RM	RM_Type_II	Defense	1_1715	1_1717	1_1715,1_1717	2	RM_Type_II__Type_II_MTases_FAM_21,RM_Type_II__Type_II_REase06
PF_EC21	1_ardb_klca_acric11_21	Anti_RM	ardb_klca_acric11	Antidefense	1_1830	1_1830	1_1830	1	klca
PF_EC21	1_Kiwa_5	Kiwa	Kiwa	Defense	1_2284	1_2285	1_2284,1_2285	2	Kiwa__KwaA,Kiwa__KwaB
PF_EC21	1_AbiE_4	AbiE	AbiE	Defense	1_3604	1_3605	1_3604,1_3605	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_EC21	1_RM_Type_I_13	RM	RM_Type_I	Defense	1_3929	1_3931	1_3929,1_3930,1_3931	3	RM__Type_I_MTases_FAM_2,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_52
PF_EC21	1_RM_Type_IV_1_15	RM	RM_Type_IV_1	Defense	1_3933	1_3933	1_3933	1	RM_Type_IV__Type_IV_22
PF_EC21	1_MazEF_7	MazEF	MazEF	Defense	1_4077	1_4078	1_4077,1_4078	2	MazEF__MazE,MazEF__MazF
PF_EC21	1_ardb_klca_acric11_22	Anti_RM	ardb_klca_acric11	Antidefense	1_4241	1_4241	1_4241	1	klca
PF_EC21	2_MazEF_3	MazEF	MazEF	Defense	2_58	2_59	2_58,2_59	2	MazEF__MazE,MazEF__MazF
PF_EC21	2_psiab_24	Other	psiab	Antidefense	2_88	2_89	2_88,2_89	2	psia,psib
PF_EC21	2_ardb_klca_acric11_23	Anti_RM	ardb_klca_acric11	Antidefense	2_99	2_99	2_99	1	ardb
PF_EC21	2_DS-28_1	DS-28	DS-28	Defense	2_114	2_115	2_114,2_115	2	DS-28__DS-28A,DS-28__DS-28B
PF_EC21	2_Gao_Tmn_2	Gao_Tmn	Gao_Tmn	Defense	2_118	2_118	2_118	1	Gao_Tmn__TmnA
PF_EC21	3_CapRel_9	CapRel	CapRel	Defense	3_87	3_87	3_87	1	CapRel__CapRel
PF_EC21	3_dar_ddr_hdf_ulx_25	Anti_RM	dar_ddr_hdf_ulx	Antidefense	3_89	3_90	3_89,3_90	2	darb,ulx
PF_EC21	3_dar_ddr_hdf_ulx_26	Anti_RM	dar_ddr_hdf_ulx	Antidefense	3_98	3_101	3_98,3_99,3_100,3_101	4	dara,ddra,ddrb,hdf
PF_EC22	1_PsyrTA_4	PsyrTA	PsyrTA	Defense	1_286	1_287	1_286,1_287	2	PsyrTA__PsyrA,PsyrTA__PsyrT
PF_EC22	1_SanaTA_6	SanaTA	SanaTA	Defense	1_771	1_772	1_771,1_772	2	SanaTA__SanaA,SanaTA__SanaT
PF_EC22	1_ardb_klca_acric11_25	Anti_RM	ardb_klca_acric11	Antidefense	1_781	1_781	1_781	1	klca
PF_EC22	1_ardb_klca_acric11_26	Anti_RM	ardb_klca_acric11	Antidefense	1_1383	1_1383	1_1383	1	klca
PF_EC22	1_DRT_1_2	DRT	DRT_1	Defense	1_1387	1_1389	1_1387,1_1388,1_1389	3	DRT_1__drt1a,DRT_1__drt1b,UG6__Nitrilase
PF_EC22	1_Shango_7	Shango	Shango	Defense	1_1445	1_1447	1_1445,1_1446,1_1447	3	Shango__SngA,Shango__SngB,Shango__SngC
PF_EC22	1_ardb_klca_acric11_27	Anti_RM	ardb_klca_acric11	Antidefense	1_1845	1_1845	1_1845	1	klca
PF_EC22	1_RM_Type_II_17	RM	RM_Type_II	Defense	1_2034	1_2038	1_2034,1_2035,1_2036,1_2038	4	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_MTases_FAM_36,RM_Type_II__Type_II_REase24,RM_Type_II__Type_II_REase27
PF_EC22	1_Lamassu-Mrr_3	Lamassu-Fam	Lamassu-Mrr	Defense	1_2637	1_2639	1_2637,1_2638,1_2639	3	Lamassu-Fam__LmuA_effector_Mrr,Lamassu-Fam__LmuB_SMC_Mrr,Lamassu-Fam__LmuC_acc_Mrr
PF_EC22	1_Retron_I_C_5	Retron	Retron_I_C	Defense	1_2641	1_2641	1_2641	1	Retron_I_C__RT_1_C1
PF_EC22	1_gam_31	Anti_RecBCD	gam	Antidefense	1_2743	1_2743	1_2743	1	gam
PF_EC22	1_AbiE_1	AbiE	AbiE	Defense	1_3610	1_3611	1_3610,1_3611	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_EC22	1_RM_Type_I_15	RM	RM_Type_I	Defense	1_3612	1_3614	1_3612,1_3613,1_3614	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
PF_EC22	1_RM_Type_IV_20	RM	RM_Type_IV	Defense	1_3977	1_3978	1_3977,1_3978	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
PF_EC22	1_RM_Type_II_18	RM	RM_Type_II	Defense	1_3979	1_3981	1_3979,1_3980,1_3981	3	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_MTases_FAM_33,RM_Type_II__Type_II_REase37
PF_EC22	1_ardb_klca_acric11_28	Anti_RM	ardb_klca_acric11	Antidefense	1_3991	1_3991	1_3991	1	klca
PF_EC22	1_SoFic_8	SoFIC	SoFic	Defense	1_4028	1_4028	1_4028	1	SoFic__SoFic
PF_EC22	1_RM_Type_II_19	RM	RM_Type_II	Defense	1_4032	1_4035	1_4032,1_4035	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase30
PF_EC22	1_ardc_30	Anti_RM	ardc	Antidefense	1_4037	1_4037	1_4037	1	ardc
PF_EC22	1_RM_Type_I_16	RM	RM_Type_I	Defense	1_4129	1_4131	1_4129,1_4130,1_4131	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
PF_EC22	1_ardb_klca_acric11_29	Anti_RM	ardb_klca_acric11	Antidefense	1_4151	1_4151	1_4151	1	klca
PF_EC22	2_MazEF_11	MazEF	MazEF	Defense	2_82	2_83	2_82,2_83	2	MazEF__MazE,MazEF__MazF
PF_EC22	2_Mok_Hok_Sok_12	Mok_Hok_Sok	Mok_Hok_Sok	Defense	2_132	2_132	2_132	1	Mok_Hok_Sok__Mok
PF_EC22	2_psiab_24	Other	psiab	Antidefense	2_135	2_136	2_135,2_136	2	psia,psib
PF_EC22	2_ardb_klca_acric11_23	Anti_RM	ardb_klca_acric11	Antidefense	2_146	2_146	2_146	1	ardb
PF_EC22	2_CBASS_I_10	CBASS	CBASS_I	Defense	2_159	2_160	2_159,2_160	2	CBASS__Cyclase_II,CBASS__Effector_4TM_S_4TM
PF_EC22	2_PrrC_21	PrrC	PrrC	Defense	2_162	2_164	2_162,2_163,2_164	3	PrrC__EcoprrI,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_01
PF_EC23	NODE_1+_length_4664359_cov_1_MazEF_7	MazEF	MazEF	Defense	NODE_1+_length_4664359_cov_1_914	NODE_1+_length_4664359_cov_1_915	NODE_1+_length_4664359_cov_1_914,NODE_1+_length_4664359_cov_1_915	2	MazEF__MazE,MazEF__MazF
PF_EC23	NODE_1+_length_4664359_cov_1_CAS_Class1-Subtype-I-E_12	Cas	CAS_Class1-Subtype-I-E	Defense	NODE_1+_length_4664359_cov_1_936	NODE_1+_length_4664359_cov_1_943	NODE_1+_length_4664359_cov_1_936,NODE_1+_length_4664359_cov_1_937,NODE_1+_length_4664359_cov_1_938,NODE_1+_length_4664359_cov_1_939,NODE_1+_length_4664359_cov_1_940,NODE_1+_length_4664359_cov_1_941,NODE_1+_length_4664359_cov_1_942,NODE_1+_length_4664359_cov_1_943	8	cas1_I-E_1,cas2_I-E_2,cas3_I_5,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1
PF_EC23	NODE_1+_length_4664359_cov_1_PD-T7-2_8	PD-T7-2	PD-T7-2	Defense	NODE_1+_length_4664359_cov_1_1161	NODE_1+_length_4664359_cov_1_1162	NODE_1+_length_4664359_cov_1_1161,NODE_1+_length_4664359_cov_1_1162	2	PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B
PF_EC23	NODE_1+_length_4664359_cov_1_ardb_klca_acric11_15	Anti_RM	ardb_klca_acric11	Antidefense	NODE_1+_length_4664359_cov_1_1643	NODE_1+_length_4664359_cov_1_1643	NODE_1+_length_4664359_cov_1_1643	1	klca
PF_EC23	NODE_1+_length_4664359_cov_1_RM_Type_IV_11	RM	RM_Type_IV	Defense	NODE_1+_length_4664359_cov_1_3703	NODE_1+_length_4664359_cov_1_3704	NODE_1+_length_4664359_cov_1_3703,NODE_1+_length_4664359_cov_1_3704	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
PF_EC23	NODE_1+_length_4664359_cov_1_PrrC_9	PrrC	PrrC	Defense	NODE_1+_length_4664359_cov_1_3706	NODE_1+_length_4664359_cov_1_3708	NODE_1+_length_4664359_cov_1_3706,NODE_1+_length_4664359_cov_1_3707,NODE_1+_length_4664359_cov_1_3708	3	PrrC__EcoprrI,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_01
PF_EC23	NODE_1+_length_4664359_cov_1_ardb_klca_acric11_16	Anti_RM	ardb_klca_acric11	Antidefense	NODE_1+_length_4664359_cov_1_3717	NODE_1+_length_4664359_cov_1_3717	NODE_1+_length_4664359_cov_1_3717	1	klca
PF_EC23	NODE_1+_length_4664359_cov_1_Hachiman_5	Hachiman	Hachiman	Defense	NODE_1+_length_4664359_cov_1_3783	NODE_1+_length_4664359_cov_1_3784	NODE_1+_length_4664359_cov_1_3783,NODE_1+_length_4664359_cov_1_3784	2	Hachiman__HamA_1,Hachiman__HamB
PF_EC23	NODE_3+_length_114680_cov_0.950573_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	NODE_3+_length_114680_cov_0.950573_57	NODE_3+_length_114680_cov_0.950573_57	NODE_3+_length_114680_cov_0.950573_57	1	ardb
PF_EC23	NODE_3+_length_114680_cov_0.950573_psiab_19	Other	psiab	Antidefense	NODE_3+_length_114680_cov_0.950573_64	NODE_3+_length_114680_cov_0.950573_65	NODE_3+_length_114680_cov_0.950573_64,NODE_3+_length_114680_cov_0.950573_65	2	psia,psib
PF_EC23	NODE_3+_length_114680_cov_0.950573_arda_ardu_17	Anti_RM	arda_ardu	Antidefense	NODE_3+_length_114680_cov_0.950573_67	NODE_3+_length_114680_cov_0.950573_67	NODE_3+_length_114680_cov_0.950573_67	1	arda
PF_EC23	NODE_4+_length_97056_cov_0.686725_dar_ddr_hdf_ulx_22	Anti_RM	dar_ddr_hdf_ulx	Antidefense	NODE_4+_length_97056_cov_0.686725_92	NODE_4+_length_97056_cov_0.686725_96	NODE_4+_length_97056_cov_0.686725_92,NODE_4+_length_97056_cov_0.686725_93,NODE_4+_length_97056_cov_0.686725_94,NODE_4+_length_97056_cov_0.686725_96	4	dara,ddra,ddrb,hdf
PF_EC23	NODE_4+_length_97056_cov_0.686725_tad2_acriia7_24	Anti_Thoeris	tad2_acriia7	Antidefense	NODE_4+_length_97056_cov_0.686725_99	NODE_4+_length_97056_cov_0.686725_99	NODE_4+_length_97056_cov_0.686725_99	1	acriia7
PF_EC23	NODE_4+_length_97056_cov_0.686725_dar_ddr_hdf_ulx_23	Anti_RM	dar_ddr_hdf_ulx	Antidefense	NODE_4+_length_97056_cov_0.686725_105	NODE_4+_length_97056_cov_0.686725_106	NODE_4+_length_97056_cov_0.686725_105,NODE_4+_length_97056_cov_0.686725_106	2	darb,ulx
PF_EC23	NODE_edge_4+_length_171364_cov_15_MazEF_3	MazEF	MazEF	Defense	NODE_edge_4+_length_171364_cov_15_114	NODE_edge_4+_length_171364_cov_15_115	NODE_edge_4+_length_171364_cov_15_114,NODE_edge_4+_length_171364_cov_15_115	2	MazEF__MazE,MazEF__MazF
PF_EC23	NODE_edge_4+_length_171364_cov_15_Mok_Hok_Sok_4	Mok_Hok_Sok	Mok_Hok_Sok	Defense	NODE_edge_4+_length_171364_cov_15_160	NODE_edge_4+_length_171364_cov_15_160	NODE_edge_4+_length_171364_cov_15_160	1	Mok_Hok_Sok__Hok
PF_EC23	NODE_edge_4+_length_171364_cov_15_psiab_21	Other	psiab	Antidefense	NODE_edge_4+_length_171364_cov_15_164	NODE_edge_4+_length_171364_cov_15_165	NODE_edge_4+_length_171364_cov_15_164,NODE_edge_4+_length_171364_cov_15_165	2	psia,psib
PF_EC23	NODE_edge_4+_length_171364_cov_15_ardb_klca_acric11_20	Anti_RM	ardb_klca_acric11	Antidefense	NODE_edge_4+_length_171364_cov_15_176	NODE_edge_4+_length_171364_cov_15_176	NODE_edge_4+_length_171364_cov_15_176	1	ardb
PF_EC23	NODE_edge_4+_length_171364_cov_15_DS-28_1	DS-28	DS-28	Defense	NODE_edge_4+_length_171364_cov_15_192	NODE_edge_4+_length_171364_cov_15_193	NODE_edge_4+_length_171364_cov_15_192,NODE_edge_4+_length_171364_cov_15_193	2	DS-28__DS-28A,DS-28__DS-28B
PF_EC23	NODE_edge_4+_length_171364_cov_15_Gao_Tmn_2	Gao_Tmn	Gao_Tmn	Defense	NODE_edge_4+_length_171364_cov_15_196	NODE_edge_4+_length_171364_cov_15_196	NODE_edge_4+_length_171364_cov_15_196	1	Gao_Tmn__TmnA
PF_EC24	1_ardb_klca_acric11_15	Anti_RM	ardb_klca_acric11	Antidefense	1_751	1_751	1_751	1	klca
PF_EC24	1_MazEF_3	MazEF	MazEF	Defense	1_971	1_972	1_971,1_972	2	MazEF__MazE,MazEF__MazF
PF_EC24	1_ardb_klca_acric11_16	Anti_RM	ardb_klca_acric11	Antidefense	1_1689	1_1689	1_1689	1	klca
PF_EC24	1_RM_Type_I_9	RM	RM_Type_I	Defense	1_1808	1_1811	1_1808,1_1809,1_1811	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
PF_EC24	1_RM_Type_IV_11	RM	RM_Type_IV	Defense	1_1815	1_1815	1_1815	1	RM_Type_IV__Type_IV_03
PF_EC24	1_ardb_klca_acric11_17	Anti_RM	ardb_klca_acric11	Antidefense	1_2708	1_2708	1_2708	1	klca
PF_EC24	1_Cernunnos_1	Cernunnos	Cernunnos	Defense	1_2725	1_2725	1_2725	1	Cernunnos__VCA0410
PF_EC24	1_RM_Type_I_10	RM	RM_Type_I	Defense	1_2727	1_2731	1_2727,1_2728,1_2731	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
PF_EC24	1_DarTG_2	DarTG	DarTG	Defense	1_2729	1_2730	1_2729,1_2730	2	DarTG__DarG,DarTG__DarT
PF_EC24	1_Mokosh_Type_I_A_5	Mokosh	Mokosh_Type_I_A	Defense	1_2776	1_2777	1_2776,1_2777	2	Mokosh_type_I__MkoA_A,Mokosh_type_I__MkoB_A
PF_EC24	1_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	1_3854	1_3854	1_3854	1	klca
PF_EC24	1_ardb_klca_acric11_19	Anti_RM	ardb_klca_acric11	Antidefense	1_3908	1_3908	1_3908	1	klca
PF_EC24	1_SDIC4_6	SDIC4	SDIC4	Defense	1_3910	1_3911	1_3910,1_3911	2	SDIC4__SDIC4A,SDIC4__SDIC4B
PF_EC24	2_ardb_klca_acric11_13	Anti_RM	ardb_klca_acric11	Antidefense	2_21	2_21	2_21	1	ardb
PF_EC24	2_psiab_14	Other	psiab	Antidefense	2_27	2_28	2_27,2_28	2	psia,psib
PF_EC24	2_arda_ardu_12	Anti_RM	arda_ardu	Antidefense	2_30	2_30	2_30	1	arda
PF_EC25	1_MazEF_4	MazEF	MazEF	Defense	1_932	1_933	1_932,1_933	2	MazEF__MazE,MazEF__MazF
PF_EC25	1_CAS_Class1-Subtype-I-E_20	Cas	CAS_Class1-Subtype-I-E	Defense	1_954	1_962	1_954,1_956,1_957,1_958,1_959,1_960,1_961,1_962	8	cas1_I-E_1,cas2_I-E_2,cas3_I_5,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1
PF_EC25	1_ardb_klca_acric11_23	Anti_RM	ardb_klca_acric11	Antidefense	1_1693	1_1693	1_1693	1	klca
PF_EC25	1_RM_Type_IV_16	RM	RM_Type_IV	Defense	1_1816	1_1816	1_1816	1	RM_Type_IV__Type_IV_03
PF_EC25	1_Avs_II_1	Avs	Avs_II	Defense	1_3356	1_3356	1_3356	1	Avs_II__Avs2A
PF_EC25	1_RM_Type_IV_17	RM	RM_Type_IV	Defense	1_3750	1_3750	1_3750	1	RM_Type_IV__FAM_2
PF_EC25	1_Hachiman_2	Hachiman	Hachiman	Defense	1_3817	1_3818	1_3817,1_3818	2	Hachiman__HamA_1,Hachiman__HamB
PF_EC25	1_Mokosh_Type_I_A_6	Mokosh	Mokosh_Type_I_A	Defense	1_3970	1_3971	1_3970,1_3971	2	Mokosh_type_I__MkoA_A,Mokosh_type_I__MkoB_A
PF_EC25	1_ardb_klca_acric11_24	Anti_RM	ardb_klca_acric11	Antidefense	1_3990	1_3990	1_3990	1	klca
PF_EC25	1_SanaTA_8	SanaTA	SanaTA	Defense	1_3999	1_4000	1_3999,1_4000	2	SanaTA__SanaA,SanaTA__SanaT
PF_EC25	1_RM_Type_I_15	RM	RM_Type_I	Defense	1_4076	1_4080	1_4076,1_4079,1_4080	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
PF_EC25	1_PsyrTA_7	PsyrTA	PsyrTA	Defense	1_4077	1_4078	1_4077,1_4078	2	PsyrTA__PsyrA,PsyrTA__PsyrT
PF_EC25	2_Mok_Hok_Sok_11	Mok_Hok_Sok	Mok_Hok_Sok	Defense	2_166	2_166	2_166	1	Mok_Hok_Sok__Mok
PF_EC25	2_psiab_27	Other	psiab	Antidefense	2_167	2_168	2_167,2_168	2	psia,psib
PF_EC25	2_DS-28_9	DS-28	DS-28	Defense	2_188	2_189	2_188,2_189	2	DS-28__DS-28A,DS-28__DS-28B
PF_EC25	2_Gao_Tmn_10	Gao_Tmn	Gao_Tmn	Defense	2_192	2_192	2_192	1	Gao_Tmn__TmnA
PF_EC25	3_MazEF_13	MazEF	MazEF	Defense	3_3	3_4	3_3,3_4	2	MazEF__MazE,MazEF__MazF
PF_EC25	3_ardb_klca_acric11_25	Anti_RM	ardb_klca_acric11	Antidefense	3_28	3_28	3_28	1	ardb
PF_EC25	3_psiab_26	Other	psiab	Antidefense	3_42	3_43	3_42,3_43	2	psia,psib
PF_EC25	3_RM_Type_I_19	RM	RM_Type_I	Defense	3_151	3_152	3_151,3_152	2	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed
PF_EC25	3_Gao_Ppl_12	Gao_Ppl	Gao_Ppl	Defense	3_153	3_153	3_153	1	Gao_Ppl__PplA
PF_KPN01	contig_1_circular_Dpd_12	Dpd	Dpd	Defense	contig_1_circular_225	contig_1_circular_237	contig_1_circular_225,contig_1_circular_227,contig_1_circular_228,contig_1_circular_229,contig_1_circular_230,contig_1_circular_231,contig_1_circular_232,contig_1_circular_233,contig_1_circular_234,contig_1_circular_235,contig_1_circular_236,contig_1_circular_237	12	Dpd__DpdA,Dpd__DpdB,Dpd__DpdC,Dpd__DpdD,Dpd__DpdE,Dpd__DpdF,Dpd__DpdG,Dpd__DpdH,Dpd__DpdI,Dpd__DpdJ,Dpd__DpdK,Dpd__QueD
PF_KPN01	contig_1_circular_acb2_23	Anti_CBASS	acb2	Antidefense	contig_1_circular_1794	contig_1_circular_1794	contig_1_circular_1794	1	acb2
PF_KPN01	contig_1_circular_AbiH_10	AbiH	AbiH	Defense	contig_1_circular_3383	contig_1_circular_3383	contig_1_circular_3383	1	AbiH__AbiH
PF_KPN01	contig_1_circular_AbiE_9	AbiE	AbiE	Defense	contig_1_circular_3475	contig_1_circular_3476	contig_1_circular_3475,contig_1_circular_3476	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN01	contig_1_circular_apyc1_24	Anti_Pycsar	apyc1	Antidefense	contig_1_circular_3504	contig_1_circular_3504	contig_1_circular_3504	1	apyc1
PF_KPN01	contig_1_circular_DS-8_11	DS-8	DS-8	Defense	contig_1_circular_4519	contig_1_circular_4519	contig_1_circular_4519	1	DS-8__DS-8
PF_KPN01	contig_2_RM_Type_IIG_16	RM	RM_Type_IIG	Defense	contig_2_77	contig_2_77	contig_2_77	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
PF_KPN01	contig_2_Mok_Hok_Sok_3	Mok_Hok_Sok	Mok_Hok_Sok	Defense	contig_2_108	contig_2_108	contig_2_108	1	Mok_Hok_Sok__Hok
PF_KPN01	contig_2_Eleos_2	Eleos	Eleos	Defense	contig_2_139	contig_2_140	contig_2_139,contig_2_140	2	Eleos__LeoA,Eleos__LeoBC
PF_KPN01	contig_2_Mokosh_Type_I_A_5	Mokosh	Mokosh_Type_I_A	Defense	contig_2_157	contig_2_158	contig_2_157,contig_2_158	2	Mokosh_type_I__MkoA_A,Mokosh_type_I__MkoB_A
PF_KPN01	contig_2_RM_Type_IV_17	RM	RM_Type_IV	Defense	contig_2_228	contig_2_229	contig_2_228,contig_2_229	2	RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01
PF_KPN01	contig_3_ardb_klca_acric11_22	Anti_RM	ardb_klca_acric11	Antidefense	contig_3_70	contig_3_70	contig_3_70	1	ardb
PF_KPN01	contig_3_TgvAB_1	TgvAB	TgvAB	Defense	contig_3_76	contig_3_77	contig_3_76,contig_3_77	2	TgvAB__TgvA,TgvAB__TgvB
PF_KPN01	contig_3_RM_Type_II_13	RM	RM_Type_II	Defense	contig_3_231	contig_3_232	contig_3_231,contig_3_232	2	RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27
PF_KPN01	contig_4_RM_Type_I_15	RM	RM_Type_I	Defense	contig_4_38	contig_4_40	contig_4_38,contig_4_39,contig_4_40	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
PF_KPN01	contig_4_PD-T4-5_8	PD-T4-5	PD-T4-5	Defense	contig_4_76	contig_4_76	contig_4_76	1	PD-T4-5__PD-T4-5
PF_KPN01	contig_4_DS-24_6	DS-24	DS-24	Defense	contig_4_89	contig_4_89	contig_4_89	1	DS-24__DS-24
PF_KPN01	contig_4_ardb_klca_acric11_20	Anti_RM	ardb_klca_acric11	Antidefense	contig_4_102	contig_4_102	contig_4_102	1	ardb
PF_KPN01	contig_4_arda_ardu_19	Anti_RM	arda_ardu	Antidefense	contig_4_103	contig_4_103	contig_4_103	1	arda
PF_KPN01	contig_4_psiab_21	Other	psiab	Antidefense	contig_4_114	contig_4_115	contig_4_114,contig_4_115	2	psia,psib
PF_KPN01	contig_4_Mok_Hok_Sok_7	Mok_Hok_Sok	Mok_Hok_Sok	Defense	contig_4_119	contig_4_119	contig_4_119	1	Mok_Hok_Sok__Hok
PF_KPN01	contig_4_acrie9_18	Anti_CRISPR	acrie9	Antidefense	contig_4_120	contig_4_120	contig_4_120	1	acrie9
PF_KPN02	contig_1_circular_RM_Type_IV_6	RM	RM_Type_IV	Defense	contig_1_circular_2568	contig_1_circular_2568	contig_1_circular_2568	1	RM_Type_IV__Type_IV_05
PF_KPN02	contig_1_circular_AbiE_1	AbiE	AbiE	Defense	contig_1_circular_2802	contig_1_circular_2803	contig_1_circular_2802,contig_1_circular_2803	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN02	contig_1_circular_apyc1_18	Anti_Pycsar	apyc1	Antidefense	contig_1_circular_2831	contig_1_circular_2831	contig_1_circular_2831	1	apyc1
PF_KPN02	contig_1_circular_CAS_Class1-Subtype-I-E_7	Cas	CAS_Class1-Subtype-I-E	Defense	contig_1_circular_4138	contig_1_circular_4145	contig_1_circular_4138,contig_1_circular_4139,contig_1_circular_4140,contig_1_circular_4141,contig_1_circular_4142,contig_1_circular_4143,contig_1_circular_4144,contig_1_circular_4145	8	cas1_I-E_1,cas2_I-E_2,cas3_I_5,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_2
PF_KPN02	contig_1_circular_RM_Type_I_5	RM	RM_Type_I	Defense	contig_1_circular_4783	contig_1_circular_4784	contig_1_circular_4783,contig_1_circular_4784	2	RM__Type_I_MTases_FAM_1,RM__Type_I_S_03
PF_KPN02	contig_1_circular_ardc_19	Anti_RM	ardc	Antidefense	contig_1_circular_4788	contig_1_circular_4788	contig_1_circular_4788	1	ardc
PF_KPN02	contig_2_PD-T4-5_3	PD-T4-5	PD-T4-5	Defense	contig_2_67	contig_2_67	contig_2_67	1	PD-T4-5__PD-T4-5
PF_KPN02	contig_2_ardb_klca_acric11_12	Anti_RM	ardb_klca_acric11	Antidefense	contig_2_99	contig_2_99	contig_2_99	1	ardb
PF_KPN02	contig_2_arda_ardu_11	Anti_RM	arda_ardu	Antidefense	contig_2_100	contig_2_100	contig_2_100	1	arda
PF_KPN02	contig_2_psiab_14	Other	psiab	Antidefense	contig_2_107	contig_2_108	contig_2_107,contig_2_108	2	psia,psib
PF_KPN02	contig_2_Mok_Hok_Sok_2	Mok_Hok_Sok	Mok_Hok_Sok	Defense	contig_2_126	contig_2_126	contig_2_126	1	Mok_Hok_Sok__Hok
PF_KPN02	contig_2_acrie9_10	Anti_CRISPR	acrie9	Antidefense	contig_2_129	contig_2_129	contig_2_129	1	acrie9
